"REF_DATE","GEO","DGUID","Wages","Type of work","National Occupational Classification (NOC)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","933.88","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1028.25","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","","x","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","","x","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1069.52","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","","x","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1189.98","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1197.21","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1245.21","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1215.22","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1185.51","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1217.85","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1306.10","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1326.71","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1319.09","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1375.60","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1481.74","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1439.94","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1347.92","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1443.00","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1476.59","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1506.69","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","55 years and over","Current dollars","75","units","0","v1063665438","7.3.2.15.2.4","1397.39","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","984.57","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","900.02","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","","x","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","","x","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","857.18","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","807.43","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","948.17","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1096.48","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1065.77","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1019.93","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1517.75","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1420.63","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1330.85","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1238.77","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1187.66","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1311.19","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1391.80","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1266.96","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1117.07","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1326.36","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1499.03","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1346.26","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1406.97","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1420.72","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","55 years and over","Current dollars","75","units","0","v1063665450","7.3.2.16.2.4","1564.54","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","1221.40","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","1359.02","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","55 years and over","Current dollars","75","units","0","v1063665462","7.3.2.17.2.4","","x","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","1896.55","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","1506.97","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","1535.94","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","","x","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","1434.38","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","2166.80","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","1846.52","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","1892.36","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","2329.18","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in health (except nursing) [31]","Males","55 years and over","Current dollars","75","units","0","v1063665474","7.3.2.18.2.4","2095.10","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","","x","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","","x","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","","x","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","","x","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","","x","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","","x","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1018.43","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1027.45","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","","x","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","","x","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","","x","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","","x","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1279.70","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","","x","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1124.24","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1488.58","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1306.28","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1283.79","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","981.83","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1427.26","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1135.31","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1273.13","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1391.94","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1347.63","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in health [32]","Males","55 years and over","Current dollars","75","units","0","v1063665486","7.3.2.19.2.4","1539.94","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","861.53","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","710.79","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","800.57","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","","x","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","975.96","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","879.93","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","1138.54","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","990.93","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assisting occupations in support of health services [34]","Males","55 years and over","Current dollars","75","units","0","v1063665498","7.3.2.20.2.4","973.61","","","","2"
