"REF_DATE","GEO","DGUID","Wages","Type of work","National Occupational Classification (NOC)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Males","25 to 54 years","Current dollars","75","units","0","v1063665389","7.3.2.11.2.3","923.60","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Males","25 to 54 years","Current dollars","75","units","0","v1063665389","7.3.2.11.2.3","985.45","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Males","25 to 54 years","Current dollars","75","units","0","v1063665389","7.3.2.11.2.3","972.05","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Males","25 to 54 years","Current dollars","75","units","0","v1063665389","7.3.2.11.2.3","986.91","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Males","25 to 54 years","Current dollars","75","units","0","v1063665389","7.3.2.11.2.3","972.35","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","617.67","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","641.35","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","633.16","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","622.29","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","683.98","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","668.00","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","690.99","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","694.22","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","741.27","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","743.80","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","757.86","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","782.07","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","808.11","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","806.53","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","798.60","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","834.85","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","801.01","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","823.44","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","824.46","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","872.43","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","926.24","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","868.86","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","907.00","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","904.99","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Males","25 to 54 years","Current dollars","75","units","0","v1063665401","7.3.2.12.2.3","985.68","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","923.17","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","933.18","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","986.33","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1052.38","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1080.30","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1094.03","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1108.87","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1150.74","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1163.23","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1221.08","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1236.10","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1289.24","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1316.83","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1314.85","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1350.41","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1402.87","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1407.68","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1401.73","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1441.14","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1482.13","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1498.35","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1525.13","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1566.44","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1609.00","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Males","25 to 54 years","Current dollars","75","units","0","v1063665413","7.3.2.13.2.3","1675.79","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","990.49","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","999.51","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1070.37","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1136.87","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1190.90","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1219.02","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1249.76","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1284.76","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1269.08","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1331.16","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1347.06","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1411.90","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1450.48","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1413.50","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1470.53","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1507.89","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1530.76","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1522.38","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1562.09","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1619.97","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1624.74","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1655.21","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1688.44","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1721.47","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Males","25 to 54 years","Current dollars","75","units","0","v1063665425","7.3.2.14.2.3","1795.20","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","826.89","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","834.81","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","873.65","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","929.75","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","931.99","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","931.65","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","938.68","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","980.42","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1018.16","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1057.04","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1048.77","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1108.12","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1119.55","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1152.18","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1155.45","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1227.46","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1231.90","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1231.06","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1257.05","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1254.49","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1280.12","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1284.29","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1338.27","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1365.31","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Males","25 to 54 years","Current dollars","75","units","0","v1063665437","7.3.2.15.2.3","1388.06","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","846.93","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","816.17","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","957.69","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","839.37","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","861.45","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","899.30","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","993.64","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1055.04","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1057.43","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1021.97","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1139.01","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1119.19","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1153.56","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1106.06","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1232.89","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1161.29","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1308.46","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1318.42","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1301.06","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1315.92","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1296.86","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1408.30","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1367.72","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1441.89","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Health occupations [3]","Males","25 to 54 years","Current dollars","75","units","0","v1063665449","7.3.2.16.2.3","1422.79","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","25 to 54 years","Current dollars","75","units","0","v1063665461","7.3.2.17.2.3","767.11","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","25 to 54 years","Current dollars","75","units","0","v1063665461","7.3.2.17.2.3","749.13","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","25 to 54 years","Current dollars","75","units","0","v1063665461","7.3.2.17.2.3","868.96","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","25 to 54 years","Current dollars","75","units","0","v1063665461","7.3.2.17.2.3","885.98","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","25 to 54 years","Current dollars","75","units","0","v1063665461","7.3.2.17.2.3","964.88","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","25 to 54 years","Current dollars","75","units","0","v1063665461","7.3.2.17.2.3","987.36","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in nursing [30]","Males","25 to 54 years","Current dollars","75","units","0","v1063665461","7.3.2.17.2.3","1031.82","","","","2"
