"REF_DATE","GEO","DGUID","Wages","Type of work","National Occupational Classification (NOC)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","767.49","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","798.40","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","821.93","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","868.19","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","858.08","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","879.45","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","898.04","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","904.72","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","939.47","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","973.14","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","971.96","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","969.86","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","968.63","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","1034.66","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","1077.11","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Administrative and financial supervisors and administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1063665369","7.3.2.9.3.3","1105.42","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","602.91","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","574.55","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","644.71","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","634.11","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","650.53","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","663.59","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","697.11","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","706.58","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","747.80","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","774.03","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","767.58","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","824.81","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","800.28","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","843.29","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","863.34","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","885.64","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","913.10","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","925.38","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","900.47","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","973.78","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","1018.19","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","1039.88","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","1080.13","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","1139.44","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Finance, insurance and related business administrative occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1063665381","7.3.2.10.3.3","1081.34","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","536.90","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","554.08","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","565.52","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","581.35","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","597.07","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","620.32","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","627.09","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","644.91","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","666.93","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","673.93","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","693.66","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","715.33","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","722.31","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","749.76","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","765.44","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","782.23","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","795.03","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","804.76","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","807.43","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","812.68","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","823.00","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","840.89","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","854.16","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","882.08","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Office support occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1063665393","7.3.2.11.3.3","914.02","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","542.92","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","554.97","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","549.42","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","579.67","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","591.18","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","599.41","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","649.95","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","671.68","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","674.22","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","717.99","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","711.79","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","718.78","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","725.01","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","763.76","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","796.70","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","809.33","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","795.50","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","871.74","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","841.00","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","830.09","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","913.09","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","926.13","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","907.72","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","919.97","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Distribution, tracking and scheduling co-ordination occupations [15]","Females","25 to 54 years","Current dollars","75","units","0","v1063665405","7.3.2.12.3.3","1016.52","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","761.42","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","793.90","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","838.64","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","877.32","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","925.36","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","965.27","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","971.11","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1032.12","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1011.72","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1041.52","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1072.15","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1126.31","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1141.03","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1176.06","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1204.37","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1220.60","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1225.55","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1302.34","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1266.92","","","","2"
"2016","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1339.44","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1395.68","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1297.45","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1416.19","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1469.35","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural and applied sciences and related occupations [2]","Females","25 to 54 years","Current dollars","75","units","0","v1063665417","7.3.2.13.3.3","1486.97","","","","2"
"1997","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","813.50","","","","2"
"1998","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","862.81","","","","2"
"1999","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","938.62","","","","2"
"2000","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","941.32","","","","2"
"2001","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","993.65","","","","2"
"2002","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1072.75","","","","2"
"2003","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1032.15","","","","2"
"2004","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1131.97","","","","2"
"2005","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1112.77","","","","2"
"2006","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1135.54","","","","2"
"2007","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1174.59","","","","2"
"2008","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1242.79","","","","2"
"2009","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1247.20","","","","2"
"2010","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1267.36","","","","2"
"2011","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1313.29","","","","2"
"2012","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1314.58","","","","2"
"2013","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1348.89","","","","2"
"2014","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1424.13","","","","2"
"2015","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1063665429","7.3.2.14.3.3","1375.86","","","","2"
